file,bytes,overall,productive
ArchiveResource.java,8781,19117908,502285
ArchiveResource.java,8781,18012700,690892
ArchiveResource.java,8781,18579462,498068
ArchiveResource.java,8781,22125170,316380
ArchiveResource.java,8781,18585719,468070
Archives.java,5974,15299783,256067
Archives.java,5974,15273235,349190
Archives.java,5974,21042179,388097
Archives.java,5974,15202538,351955
Archives.java,5974,15591044,249798
Archives.java,5974,15552783,356775
Archives.java,5974,16689597,490917
Archives.java,5974,17809909,394417
Archives.java,5974,18404770,316246
Archives.java,5974,15262594,379725
ArchiveScanner.java,11752,20461234,541495
ArchiveScanner.java,11752,20721122,524192
ArchiveScanner.java,11752,19535395,511155
ArchiveScanner.java,11752,24690335,732710
ArchiveScanner.java,11752,22073765,551265
ArchiveScanner.java,11752,22457246,359322
ArchiveScanner.java,11752,21157574,361045
ArchiveScanner.java,11752,23134195,524618
ArchiveScanner.java,11752,21218760,553882
ArchiveScanner.java,11752,20616423,486758
ArgumentProcessor.java,2602,4204638,99620
ArgumentProcessor.java,2602,4697808,99397
ArgumentProcessor.java,2602,3630845,74760
ArgumentProcessor.java,2602,5046021,116595
ArgumentProcessor.java,2602,5983755,109870
ArgumentProcessor.java,2602,4079495,99677
ArgumentProcessor.java,2602,4784542,97948
ArgumentProcessor.java,2602,3608452,74730
ArgumentProcessor.java,2602,4597883,99198
ArgumentProcessor.java,2602,3565813,73422
ArgumentProcessorRegistry.java,6363,14529710,346320
ArgumentProcessorRegistry.java,6363,15102558,379597
ArgumentProcessorRegistry.java,6363,20158510,376130
ArgumentProcessorRegistry.java,6363,15976555,391995
ArgumentProcessorRegistry.java,6363,15188058,432660
ArgumentProcessorRegistry.java,6363,16521602,382390
ArgumentProcessorRegistry.java,6363,15744230,386267
ArgumentProcessorRegistry.java,6363,16485853,1668550
ArgumentProcessorRegistry.java,6363,14655888,343580
ArgumentProcessorRegistry.java,6363,15476828,367960
AsiExtraField.java,10165,17639074,322052
AsiExtraField.java,10165,22278260,504490
AsiExtraField.java,10165,21291323,393593
AsiExtraField.java,10165,19186774,515205
AsiExtraField.java,10165,19632112,321522
AsiExtraField.java,10165,17313845,483328
AsiExtraField.java,10165,18438374,346235
AsiExtraField.java,10165,18617145,475480
AsiExtraField.java,10165,17786417,517825
AsiExtraField.java,10165,18169825,474435
Assertions.java,11726,20072932,351407
Assertions.java,11726,20588038,351347
Assertions.java,11726,23272349,410758
Assertions.java,11726,19620778,357220
Assertions.java,11726,20365171,505342
Assertions.java,11726,19597390,566155
Assertions.java,11726,20511572,355632
Assertions.java,11726,21044042,628763
Assertions.java,11726,22224346,350532
Assertions.java,11726,22784943,386402
Attrib.java,5844,13265376,199578
Attrib.java,5844,11952867,286547
Attrib.java,5844,17531875,315055
Attrib.java,5844,16265421,337953
Attrib.java,5844,11197215,292005
Attrib.java,5844,11971560,315387
Attrib.java,5844,14343546,324323
Attrib.java,5844,12363182,207278
Attrib.java,5844,9714358,207050
Attrib.java,5844,12700840,282298
AttributeNamespace.java,1101,2454212,51142
AttributeNamespace.java,1101,2455895,54840
AttributeNamespace.java,1101,4194296,56697
AttributeNamespace.java,1101,4518931,41498
AttributeNamespace.java,1101,2871585,51758
AttributeNamespace.java,1101,3039525,53350
AttributeNamespace.java,1101,2189545,39712
AttributeNamespace.java,1101,3272730,54460
AttributeNamespace.java,1101,2862965,38952
AttributeNamespace.java,1101,3194685,50995
AttributeNamespaceDef.java,1876,5190153,117355
AttributeNamespaceDef.java,1876,4355842,86505
AttributeNamespaceDef.java,1876,5479170,110748
AttributeNamespaceDef.java,1876,7073018,112925
AttributeNamespaceDef.java,1876,6587978,104218
AttributeNamespaceDef.java,1876,7319711,193733
AttributeNamespaceDef.java,1876,8134504,117455
AttributeNamespaceDef.java,1876,7220643,107465
AttributeNamespaceDef.java,1876,5606841,106615
AttributeNamespaceDef.java,1876,6427919,107948
AugmentReference.java,3124,8272641,202745
AugmentReference.java,3124,8738979,205595
AugmentReference.java,3124,9507798,186863
AugmentReference.java,3124,6606279,136395
AugmentReference.java,3124,13595149,187480
AugmentReference.java,3124,8225480,200362
AugmentReference.java,3124,8706173,136620
AugmentReference.java,3124,8615813,204520
AugmentReference.java,3124,7474703,196440
AugmentReference.java,3124,10569558,158467
Available.java,17812,36572079,738145
Available.java,17812,40829516,552815
Available.java,17812,32284582,967555
Available.java,17812,37867592,634291
Available.java,17812,32072899,883823
Available.java,17812,34379690,743432
Available.java,17812,59499305,781343
Available.java,17812,46205740,597906
Available.java,17812,37964536,540473
Available.java,17812,41034245,688093
Base64Converter.java,4638,15445421,230418
Base64Converter.java,4638,11270532,261573
Base64Converter.java,4638,16393278,196896
Base64Converter.java,4638,16517689,199975
Base64Converter.java,4638,12863182,189095
Base64Converter.java,4638,10717167,185632
Base64Converter.java,4638,14768864,209550
Base64Converter.java,4638,14800388,301760
Base64Converter.java,4638,13063108,255095
Base64Converter.java,4638,11744439,215138
BaseExtendSelector.java,2849,5266818,125333
BaseExtendSelector.java,2849,4422095,68920
BaseExtendSelector.java,2849,4328272,124475
BaseExtendSelector.java,2849,5623765,142799
BaseExtendSelector.java,2849,4082185,92762
BaseExtendSelector.java,2849,3961082,95763
BaseExtendSelector.java,2849,4685801,90532
BaseExtendSelector.java,2849,4553505,231468
BaseExtendSelector.java,2849,4204928,93782
BaseExtendSelector.java,2849,4686358,139137
BaseFilterReader.java,6130,12750697,574375
BaseFilterReader.java,6130,10581782,300423
BaseFilterReader.java,6130,10528550,308517
BaseFilterReader.java,6130,12325160,201868
BaseFilterReader.java,6130,12490272,401499
BaseFilterReader.java,6130,7335979,147149
BaseFilterReader.java,6130,12467490,313322
BaseFilterReader.java,6130,8620091,208845
BaseFilterReader.java,6130,9553028,282607
BaseFilterReader.java,6130,9889033,295735
BaseIfAttribute.java,2824,6260171,151955
BaseIfAttribute.java,2824,9266958,167725
BaseIfAttribute.java,2824,6124898,169355
BaseIfAttribute.java,2824,7061337,182829
